Zip Code,Zip Code Layer: A,Zip Code Layer: B,Zip Code Layer: C,,,,,,TOTAL Zip Codes Grouped,4623
12015,Northern New York,Other,Greene,,,,,,,
12042,Northern New York,Other,Greene,,,,,,,
12051,Northern New York,Other,Greene,,,,,,,
12058,Northern New York,Other,Greene,,,,,,,
12083,Northern New York,Other,Greene,,,,,,,
12087,Northern New York,Other,Greene,,,,,,,
12124,Northern New York,Other,Greene,,,,,,,
12176,Northern New York,Other,Greene,,,,,,,
12192,Northern New York,Other,Greene,,,,,,,
12405,Northern New York,Other,Greene,,,,,,,
12407,Northern New York,Other,Greene,,,,,,,
12413,Northern New York,Other,Greene,,,,,,,
12414,Northern New York,Other,Greene,,,,,,,
12418,Northern New York,Other,Greene,,,,,,,
12422,Northern New York,Other,Greene,,,,,,,
12423,Northern New York,Other,Greene,,,,,,,
12424,Northern New York,Other,Greene,,,,,,,
12427,Northern New York,Other,Greene,,,,,,,
12431,Northern New York,Other,Greene,,,,,,,
12436,Northern New York,Other,Greene,,,,,,,
12439,Northern New York,Other,Greene,,,,,,,
12442,Northern New York,Other,Greene,,,,,,,
12444,Northern New York,Other,Greene,,,,,,,
12450,Northern New York,Other,Greene,,,,,,,
12451,Northern New York,Other,Greene,,,,,,,
12452,Northern New York,Other,Greene,,,,,,,
12454,Northern New York,Other,Greene,,,,,,,
12460,Northern New York,Other,Greene,,,,,,,
12463,Northern New York,Other,Greene,,,,,,,
12468,Northern New York,Other,Greene,,,,,,,
12470,Northern New York,Other,Greene,,,,,,,
12473,Northern New York,Other,Greene,,,,,,,
12482,Northern New York,Other,Greene,,,,,,,
12485,Northern New York,Other,Greene,,,,,,,
12492,Northern New York,Other,Greene,,,,,,,
12496,Northern New York,Other,Greene,,,,,,,
12108,Northern New York,Other,Hamilton,,,,,,,
12139,Northern New York,Other,Hamilton,,,,,,,
12164,Northern New York,Other,Hamilton,,,,,,,
12190,Northern New York,Other,Hamilton,,,,,,,
12812,Northern New York,Other,Hamilton,,,,,,,
12842,Northern New York,Other,Hamilton,,,,,,,
12847,Northern New York,Other,Hamilton,,,,,,,
12864,Northern New York,Other,Hamilton,,,,,,,
13353,Northern New York,Other,Hamilton,,,,,,,
13360,Northern New York,Other,Hamilton,,,,,,,
13436,Northern New York,Other,Hamilton,,,,,,,
13324,Northern New York,Other,Herkimer,,,,,,,
13329,Northern New York,Other,Herkimer,,,,,,,
13331,Northern New York,Other,Herkimer,,,,,,,
13340,Northern New York,Other,Herkimer,,,,,,,
13350,Northern New York,Other,Herkimer,,,,,,,
13357,Northern New York,Other,Herkimer,,,,,,,
13361,Northern New York,Other,Herkimer,,,,,,,
13365,Northern New York,Other,Herkimer,,,,,,,
13406,Northern New York,Other,Herkimer,,,,,,,
13407,Northern New York,Other,Herkimer,,,,,,,
13416,Northern New York,Other,Herkimer,,,,,,,
13420,Northern New York,Other,Herkimer,,,,,,,
13431,Northern New York,Other,Herkimer,,,,,,,
13454,Northern New York,Other,Herkimer,,,,,,,
13472,Northern New York,Other,Herkimer,,,,,,,
13475,Northern New York,Other,Herkimer,,,,,,,
13491,Northern New York,Other,Herkimer,,,,,,,
13601,Northern New York,Other,Jefferson,,,,,,,
13602,Northern New York,Other,Jefferson,,,,,,,
13603,Northern New York,Other,Jefferson,,,,,,,
13605,Northern New York,Other,Jefferson,,,,,,,
13606,Northern New York,Other,Jefferson,,,,,,,
13607,Northern New York,Other,Jefferson,,,,,,,
13608,Northern New York,Other,Jefferson,,,,,,,
13611,Northern New York,Other,Jefferson,,,,,,,
13612,Northern New York,Other,Jefferson,,,,,,,
13615,Northern New York,Other,Jefferson,,,,,,,
13616,Northern New York,Other,Jefferson,,,,,,,
13618,Northern New York,Other,Jefferson,,,,,,,
13619,Northern New York,Other,Jefferson,,,,,,,
13622,Northern New York,Other,Jefferson,,,,,,,
13624,Northern New York,Other,Jefferson,,,,,,,
13628,Northern New York,Other,Jefferson,,,,,,,
13632,Northern New York,Other,Jefferson,,,,,,,
13634,Northern New York,Other,Jefferson,,,,,,,
13636,Northern New York,Other,Jefferson,,,,,,,
13637,Northern New York,Other,Jefferson,,,,,,,
13638,Northern New York,Other,Jefferson,,,,,,,
13640,Northern New York,Other,Jefferson,,,,,,,
13641,Northern New York,Other,Jefferson,,,,,,,
13643,Northern New York,Other,Jefferson,,,,,,,
13650,Northern New York,Other,Jefferson,,,,,,,
13651,Northern New York,Other,Jefferson,,,,,,,
13656,Northern New York,Other,Jefferson,,,,,,,
13657,Northern New York,Other,Jefferson,,,,,,,
13659,Northern New York,Other,Jefferson,,,,,,,
13661,Northern New York,Other,Jefferson,,,,,,,
13665,Northern New York,Other,Jefferson,,,,,,,
13671,Northern New York,Other,Jefferson,,,,,,,
13673,Northern New York,Other,Jefferson,,,,,,,
13674,Northern New York,Other,Jefferson,,,,,,,
13675,Northern New York,Other,Jefferson,,,,,,,
13679,Northern New York,Other,Jefferson,,,,,,,
13682,Northern New York,Other,Jefferson,,,,,,,
13685,Northern New York,Other,Jefferson,,,,,,,
13691,Northern New York,Other,Jefferson,,,,,,,
13692,Northern New York,Other,Jefferson,,,,,,,
13693,Northern New York,Other,Jefferson,,,,,,,
13305,Northern New York,Other,Lewis,,,,,,,
13312,Northern New York,Other,Lewis,,,,,,,
13325,Northern New York,Other,Lewis,,,,,,,
13327,Northern New York,Other,Lewis,,,,,,,
13343,Northern New York,Other,Lewis,,,,,,,
13345,Northern New York,Other,Lewis,,,,,,,
13367,Northern New York,Other,Lewis,,,,,,,
13368,Northern New York,Other,Lewis,,,,,,,
13404,Northern New York,Other,Lewis,,,,,,,
13433,Northern New York,Other,Lewis,,,,,,,
13473,Northern New York,Other,Lewis,,,,,,,
13489,Northern New York,Other,Lewis,,,,,,,
13620,Northern New York,Other,Lewis,,,,,,,
13626,Northern New York,Other,Lewis,,,,,,,
13627,Northern New York,Other,Lewis,,,,,,,
13631,Northern New York,Other,Lewis,,,,,,,
13648,Northern New York,Other,Lewis,,,,,,,
14414,Northern New York,Other,Livingston,,,,,,,
14423,Northern New York,Other,Livingston,,,,,,,
14435,Northern New York,Other,Livingston,,,,,,,
14437,Northern New York,Other,Livingston,,,,,,,
14454,Northern New York,Other,Livingston,,,,,,,
14462,Northern New York,Other,Livingston,,,,,,,
14466,Northern New York,Other,Livingston,,,,,,,
14480,Northern New York,Other,Livingston,,,,,,,
14481,Northern New York,Other,Livingston,,,,,,,
14485,Northern New York,Other,Livingston,,,,,,,
14487,Northern New York,Other,Livingston,,,,,,,
14488,Northern New York,Other,Livingston,,,,,,,
14510,Northern New York,Other,Livingston,,,,,,,
14517,Northern New York,Other,Livingston,,,,,,,
14533,Northern New York,Other,Livingston,,,,,,,
14539,Northern New York,Other,Livingston,,,,,,,
14545,Northern New York,Other,Livingston,,,,,,,
14556,Northern New York,Other,Livingston,,,,,,,
14558,Northern New York,Other,Livingston,,,,,,,
14560,Northern New York,Other,Livingston,,,,,,,
14592,Northern New York,Other,Livingston,,,,,,,
14836,Northern New York,Other,Livingston,,,,,,,
14846,Northern New York,Other,Livingston,,,,,,,
13032,Northern New York,Other,Madison,,,,,,,
13035,Northern New York,Other,Madison,,,,,,,
13037,Northern New York,Other,Madison,,,,,,,
13043,Northern New York,Other,Madison,,,,,,,
13052,Northern New York,Other,Madison,,,,,,,
13061,Northern New York,Other,Madison,,,,,,,
13072,Northern New York,Other,Madison,,,,,,,
13122,Northern New York,Other,Madison,,,,,,,
13134,Northern New York,Other,Madison,,,,,,,
13163,Northern New York,Other,Madison,,,,,,,
13310,Northern New York,Other,Madison,,,,,,,
13314,Northern New York,Other,Madison,,,,,,,
13334,Northern New York,Other,Madison,,,,,,,
13346,Northern New York,Other,Madison,,,,,,,
13355,Northern New York,Other,Madison,,,,,,,
13364,Northern New York,Other,Madison,,,,,,,
13402,Northern New York,Other,Madison,,,,,,,
13408,Northern New York,Other,Madison,,,,,,,
13409,Northern New York,Other,Madison,,,,,,,
13418,Northern New York,Other,Madison,,,,,,,
13421,Northern New York,Other,Madison,,,,,,,
13465,Northern New York,Other,Madison,,,,,,,
13484,Northern New York,Other,Madison,,,,,,,
13485,Northern New York,Other,Madison,,,,,,,
14410,Northern New York,Other,Monroe,,,,,,,
14420,Northern New York,Other,Monroe,,,,,,,
14428,Northern New York,Other,Monroe,,,,,,,
14430,Northern New York,Other,Monroe,,,,,,,
14445,Northern New York,Other,Monroe,,,,,,,
14450,Northern New York,Other,Monroe,,,,,,,
14464,Northern New York,Other,Monroe,,,,,,,
14467,Northern New York,Other,Monroe,,,,,,,
14468,Northern New York,Other,Monroe,,,,,,,
14472,Northern New York,Other,Monroe,,,,,,,
14506,Northern New York,Other,Monroe,,,,,,,
14508,Northern New York,Other,Monroe,,,,,,,
14511,Northern New York,Other,Monroe,,,,,,,
14514,Northern New York,Other,Monroe,,,,,,,
14515,Northern New York,Other,Monroe,,,,,,,
14526,Northern New York,Other,Monroe,,,,,,,
14534,Northern New York,Other,Monroe,,,,,,,
14543,Northern New York,Other,Monroe,,,,,,,
14546,Northern New York,Other,Monroe,,,,,,,
14559,Northern New York,Other,Monroe,,,,,,,
14580,Northern New York,Other,Monroe,,,,,,,
14586,Northern New York,Other,Monroe,,,,,,,
14602,Northern New York,Other,Monroe,,,,,,,
14603,Northern New York,Other,Monroe,,,,,,,
14604,Northern New York,Other,Monroe,,,,,,,
14605,Northern New York,Other,Monroe,,,,,,,
14606,Northern New York,Other,Monroe,,,,,,,
14607,Northern New York,Other,Monroe,,,,,,,
14608,Northern New York,Other,Monroe,,,,,,,
14609,Northern New York,Other,Monroe,,,,,,,
14610,Northern New York,Other,Monroe,,,,,,,
14611,Northern New York,Other,Monroe,,,,,,,
14612,Northern New York,Other,Monroe,,,,,,,
14613,Northern New York,Other,Monroe,,,,,,,
14614,Northern New York,Other,Monroe,,,,,,,
14615,Northern New York,Other,Monroe,,,,,,,
14616,Northern New York,Other,Monroe,,,,,,,
14617,Northern New York,Other,Monroe,,,,,,,
14618,Northern New York,Other,Monroe,,,,,,,
14619,Northern New York,Other,Monroe,,,,,,,
14620,Northern New York,Other,Monroe,,,,,,,
14621,Northern New York,Other,Monroe,,,,,,,
14622,Northern New York,Other,Monroe,,,,,,,
14623,Northern New York,Other,Monroe,,,,,,,
14624,Northern New York,Other,Monroe,,,,,,,
14625,Northern New York,Other,Monroe,,,,,,,
14626,Northern New York,Other,Monroe,,,,,,,
14627,Northern New York,Other,Monroe,,,,,,,
14638,Northern New York,Other,Monroe,,,,,,,
14639,Northern New York,Other,Monroe,,,,,,,
14642,Northern New York,Other,Monroe,,,,,,,
14643,Northern New York,Other,Monroe,,,,,,,
14644,Northern New York,Other,Monroe,,,,,,,
14645,Northern New York,Other,Monroe,,,,,,,
14646,Northern New York,Other,Monroe,,,,,,,
14647,Northern New York,Other,Monroe,,,,,,,
14649,Northern New York,Other,Monroe,,,,,,,
14650,Northern New York,Other,Monroe,,,,,,,
14651,Northern New York,Other,Monroe,,,,,,,
14652,Northern New York,Other,Monroe,,,,,,,
14653,Northern New York,Other,Monroe,,,,,,,
14664,Northern New York,Other,Monroe,,,,,,,
14671,Northern New York,Other,Monroe,,,,,,,
14673,Northern New York,Other,Monroe,,,,,,,
14683,Northern New York,Other,Monroe,,,,,,,
14692,Northern New York,Other,Monroe,,,,,,,
14694,Northern New York,Other,Monroe,,,,,,,
12010,Northern New York,Other,Montgomery,,,,,,,
12016,Northern New York,Other,Montgomery,,,,,,,
12066,Northern New York,Other,Montgomery,,,,,,,
12068,Northern New York,Other,Montgomery,,,,,,,
12069,Northern New York,Other,Montgomery,,,,,,,
12070,Northern New York,Other,Montgomery,,,,,,,
12072,Northern New York,Other,Montgomery,,,,,,,
12086,Northern New York,Other,Montgomery,,,,,,,
12166,Northern New York,Other,Montgomery,,,,,,,
12177,Northern New York,Other,Montgomery,,,,,,,
13317,Northern New York,Other,Montgomery,,,,,,,
13320,Northern New York,Other,Montgomery,,,,,,,
13339,Northern New York,Other,Montgomery,,,,,,,
13410,Northern New York,Other,Montgomery,,,,,,,
13428,Northern New York,Other,Montgomery,,,,,,,
13452,Northern New York,Other,Montgomery,,,,,,,
14008,Northern New York,Other,Niagara,,,,,,,
14012,Northern New York,Other,Niagara,,,,,,,
14028,Northern New York,Other,Niagara,,,,,,,
14067,Northern New York,Other,Niagara,,,,,,,
14092,Northern New York,Other,Niagara,,,,,,,
14094,Northern New York,Other,Niagara,,,,,,,
14095,Northern New York,Other,Niagara,,,,,,,
14105,Northern New York,Other,Niagara,,,,,,,
14107,Northern New York,Other,Niagara,,,,,,,
14108,Northern New York,Other,Niagara,,,,,,,
14109,Northern New York,Other,Niagara,,,,,,,
14120,Northern New York,Other,Niagara,,,,,,,
14126,Northern New York,Other,Niagara,,,,,,,
14131,Northern New York,Other,Niagara,,,,,,,
14132,Northern New York,Other,Niagara,,,,,,,
14144,Northern New York,Other,Niagara,,,,,,,
14172,Northern New York,Other,Niagara,,,,,,,
14174,Northern New York,Other,Niagara,,,,,,,
14301,Northern New York,Other,Niagara,,,,,,,
14302,Northern New York,Other,Niagara,,,,,,,
14303,Northern New York,Other,Niagara,,,,,,,
14304,Northern New York,Other,Niagara,,,,,,,
14305,Northern New York,Other,Niagara,,,,,,,
13054,Northern New York,Other,Oneida,,,,,,,
13123,Northern New York,Other,Oneida,,,,,,,
13157,Northern New York,Other,Oneida,,,,,,,
13162,Northern New York,Other,Oneida,,,,,,,
13301,Northern New York,Other,Oneida,,,,,,,
13303,Northern New York,Other,Oneida,,,,,,,
13304,Northern New York,Other,Oneida,,,,,,,
13308,Northern New York,Other,Oneida,,,,,,,
13309,Northern New York,Other,Oneida,,,,,,,
13313,Northern New York,Other,Oneida,,,,,,,
13316,Northern New York,Other,Oneida,,,,,,,
13318,Northern New York,Other,Oneida,,,,,,,
13319,Northern New York,Other,Oneida,,,,,,,
13321,Northern New York,Other,Oneida,,,,,,,
13322,Northern New York,Other,Oneida,,,,,,,
13323,Northern New York,Other,Oneida,,,,,,,
13328,Northern New York,Other,Oneida,,,,,,,
13338,Northern New York,Other,Oneida,,,,,,,
13341,Northern New York,Other,Oneida,,,,,,,
13352,Northern New York,Other,Oneida,,,,,,,
13354,Northern New York,Other,Oneida,,,,,,,
13362,Northern New York,Other,Oneida,,,,,,,
13363,Northern New York,Other,Oneida,,,,,,,
13401,Northern New York,Other,Oneida,,,,,,,
13403,Northern New York,Other,Oneida,,,,,,,
13413,Northern New York,Other,Oneida,,,,,,,
13417,Northern New York,Other,Oneida,,,,,,,
13424,Northern New York,Other,Oneida,,,,,,,
13425,Northern New York,Other,Oneida,,,,,,,
13435,Northern New York,Other,Oneida,,,,,,,
13438,Northern New York,Other,Oneida,,,,,,,
13440,Northern New York,Other,Oneida,,,,,,,
13441,Northern New York,Other,Oneida,,,,,,,
13442,Northern New York,Other,Oneida,,,,,,,
13449,Northern New York,Other,Oneida,,,,,,,
13455,Northern New York,Other,Oneida,,,,,,,
13456,Northern New York,Other,Oneida,,,,,,,
13461,Northern New York,Other,Oneida,,,,,,,
13469,Northern New York,Other,Oneida,,,,,,,
13471,Northern New York,Other,Oneida,,,,,,,
13476,Northern New York,Other,Oneida,,,,,,,
13477,Northern New York,Other,Oneida,,,,,,,
13478,Northern New York,Other,Oneida,,,,,,,
13479,Northern New York,Other,Oneida,,,,,,,
13480,Northern New York,Other,Oneida,,,,,,,
13483,Northern New York,Other,Oneida,,,,,,,
13486,Northern New York,Other,Oneida,,,,,,,
13490,Northern New York,Other,Oneida,,,,,,,
13492,Northern New York,Other,Oneida,,,,,,,
13494,Northern New York,Other,Oneida,,,,,,,
13495,Northern New York,Other,Oneida,,,,,,,
13501,Northern New York,Other,Oneida,,,,,,,
13502,Northern New York,Other,Oneida,,,,,,,
13503,Northern New York,Other,Oneida,,,,,,,
13504,Northern New York,Other,Oneida,,,,,,,
13505,Northern New York,Other,Oneida,,,,,,,
13599,Northern New York,Other,Oneida,,,,,,,
13020,Northern New York,Other,Onondaga,,,,,,,
13027,Northern New York,Other,Onondaga,,,,,,,
13029,Northern New York,Other,Onondaga,,,,,,,
13030,Northern New York,Other,Onondaga,,,,,,,
13031,Northern New York,Other,Onondaga,,,,,,,
13039,Northern New York,Other,Onondaga,,,,,,,
13041,Northern New York,Other,Onondaga,,,,,,,
13051,Northern New York,Other,Onondaga,,,,,,,
13057,Northern New York,Other,Onondaga,,,,,,,
13060,Northern New York,Other,Onondaga,,,,,,,
13063,Northern New York,Other,Onondaga,,,,,,,
13066,Northern New York,Other,Onondaga,,,,,,,
13078,Northern New York,Other,Onondaga,,,,,,,
13080,Northern New York,Other,Onondaga,,,,,,,
13082,Northern New York,Other,Onondaga,,,,,,,
13084,Northern New York,Other,Onondaga,,,,,,,
13088,Northern New York,Other,Onondaga,,,,,,,
13089,Northern New York,Other,Onondaga,,,,,,,
13090,Northern New York,Other,Onondaga,,,,,,,
13104,Northern New York,Other,Onondaga,,,,,,,
13108,Northern New York,Other,Onondaga,,,,,,,
13110,Northern New York,Other,Onondaga,,,,,,,
13112,Northern New York,Other,Onondaga,,,,,,,
13116,Northern New York,Other,Onondaga,,,,,,,
13119,Northern New York,Other,Onondaga,,,,,,,
13120,Northern New York,Other,Onondaga,,,,,,,
13137,Northern New York,Other,Onondaga,,,,,,,
13138,Northern New York,Other,Onondaga,,,,,,,
13152,Northern New York,Other,Onondaga,,,,,,,
13153,Northern New York,Other,Onondaga,,,,,,,
13159,Northern New York,Other,Onondaga,,,,,,,
13164,Northern New York,Other,Onondaga,,,,,,,
13201,Northern New York,Other,Onondaga,,,,,,,
13202,Northern New York,Other,Onondaga,,,,,,,
13203,Northern New York,Other,Onondaga,,,,,,,
13204,Northern New York,Other,Onondaga,,,,,,,
13205,Northern New York,Other,Onondaga,,,,,,,
13206,Northern New York,Other,Onondaga,,,,,,,
13207,Northern New York,Other,Onondaga,,,,,,,
13208,Northern New York,Other,Onondaga,,,,,,,
13209,Northern New York,Other,Onondaga,,,,,,,
13210,Northern New York,Other,Onondaga,,,,,,,
13211,Northern New York,Other,Onondaga,,,,,,,
13212,Northern New York,Other,Onondaga,,,,,,,
13214,Northern New York,Other,Onondaga,,,,,,,
13215,Northern New York,Other,Onondaga,,,,,,,
13217,Northern New York,Other,Onondaga,,,,,,,
13218,Northern New York,Other,Onondaga,,,,,,,
13219,Northern New York,Other,Onondaga,,,,,,,
13220,Northern New York,Other,Onondaga,,,,,,,
13221,Northern New York,Other,Onondaga,,,,,,,
13224,Northern New York,Other,Onondaga,,,,,,,
13225,Northern New York,Other,Onondaga,,,,,,,
13235,Northern New York,Other,Onondaga,,,,,,,
13244,Northern New York,Other,Onondaga,,,,,,,
13250,Northern New York,Other,Onondaga,,,,,,,
13251,Northern New York,Other,Onondaga,,,,,,,
13252,Northern New York,Other,Onondaga,,,,,,,
13261,Northern New York,Other,Onondaga,,,,,,,
13290,Northern New York,Other,Onondaga,,,,,,,
14424,Northern New York,Other,Ontario,,,,,,,
14425,Northern New York,Other,Ontario,,,,,,,
14432,Northern New York,Other,Ontario,,,,,,,
14443,Northern New York,Other,Ontario,,,,,,,
14453,Northern New York,Other,Ontario,,,,,,,
14456,Northern New York,Other,Ontario,,,,,,,
14461,Northern New York,Other,Ontario,,,,,,,
14463,Northern New York,Other,Ontario,,,,,,,
14469,Northern New York,Other,Ontario,,,,,,,
14471,Northern New York,Other,Ontario,,,,,,,
14475,Northern New York,Other,Ontario,,,,,,,
14504,Northern New York,Other,Ontario,,,,,,,
14512,Northern New York,Other,Ontario,,,,,,,
14518,Northern New York,Other,Ontario,,,,,,,
14532,Northern New York,Other,Ontario,,,,,,,
14537,Northern New York,Other,Ontario,,,,,,,
14547,Northern New York,Other,Ontario,,,,,,,
14548,Northern New York,Other,Ontario,,,,,,,
14561,Northern New York,Other,Ontario,,,,,,,
14564,Northern New York,Other,Ontario,,,,,,,
14585,Northern New York,Other,Ontario,,,,,,,
10910,Northern New York,Orange,-,,,,,,,
10912,Northern New York,Orange,-,,,,,,,
10914,Northern New York,Orange,-,,,,,,,
10915,Northern New York,Orange,-,,,,,,,
10916,Northern New York,Orange,-,,,,,,,
10917,Northern New York,Orange,-,,,,,,,
10918,Northern New York,Orange,-,,,,,,,
10919,Northern New York,Orange,-,,,,,,,
10921,Northern New York,Orange,-,,,,,,,
10922,Northern New York,Orange,-,,,,,,,
10924,Northern New York,Orange,-,,,,,,,
10925,Northern New York,Orange,-,,,,,,,
10926,Northern New York,Orange,-,,,,,,,
10928,Northern New York,Orange,-,,,,,,,
10930,Northern New York,Orange,-,,,,,,,
10932,Northern New York,Orange,-,,,,,,,
10933,Northern New York,Orange,-,,,,,,,
10940,Northern New York,Orange,-,,,,,,,
10941,Northern New York,Orange,-,,,,,,,
10943,Northern New York,Orange,-,,,,,,,
10949,Northern New York,Orange,-,,,,,,,
10950,Northern New York,Orange,-,,,,,,,
10953,Northern New York,Orange,-,,,,,,,
10958,Northern New York,Orange,-,,,,,,,
10959,Northern New York,Orange,-,,,,,,,
10963,Northern New York,Orange,-,,,,,,,
10969,Northern New York,Orange,-,,,,,,,
10973,Northern New York,Orange,-,,,,,,,
10975,Northern New York,Orange,-,,,,,,,
10979,Northern New York,Orange,-,,,,,,,
10981,Northern New York,Orange,-,,,,,,,
10985,Northern New York,Orange,-,,,,,,,
10987,Northern New York,Orange,-,,,,,,,
10988,Northern New York,Orange,-,,,,,,,
10990,Northern New York,Orange,-,,,,,,,
10992,Northern New York,Orange,-,,,,,,,
10996,Northern New York,Orange,-,,,,,,,
10997,Northern New York,Orange,-,,,,,,,
10998,Northern New York,Orange,-,,,,,,,
12518,Northern New York,Orange,-,,,,,,,
12520,Northern New York,Orange,-,,,,,,,
12543,Northern New York,Orange,-,,,,,,,
12549,Northern New York,Orange,-,,,,,,,
12550,Northern New York,Orange,-,,,,,,,
12551,Northern New York,Orange,-,,,,,,,
12552,Northern New York,Orange,-,,,,,,,
12553,Northern New York,Orange,-,,,,,,,
12555,Northern New York,Orange,-,,,,,,,
12566,Northern New York,Orange,-,,,,,,,
12575,Northern New York,Orange,-,,,,,,,
12577,Northern New York,Orange,-,,,,,,,
12584,Northern New York,Orange,-,,,,,,,
12586,Northern New York,Orange,-,,,,,,,
12729,Northern New York,Orange,-,,,,,,,
12746,Northern New York,Orange,-,,,,,,,
12771,Northern New York,Orange,-,,,,,,,
12780,Northern New York,Orange,-,,,,,,,
14098,Northern New York,Other,Orleans,,,,,,,
14103,Northern New York,Other,Orleans,,,,,,,
14411,Northern New York,Other,Orleans,,,,,,,
14429,Northern New York,Other,Orleans,,,,,,,
14452,Northern New York,Other,Orleans,,,,,,,
14470,Northern New York,Other,Orleans,,,,,,,
14476,Northern New York,Other,Orleans,,,,,,,
14477,Northern New York,Other,Orleans,,,,,,,
14479,Northern New York,Other,Orleans,,,,,,,
14571,Northern New York,Other,Orleans,,,,,,,
13028,Northern New York,Other,Oswego,,,,,,,
13036,Northern New York,Other,Oswego,,,,,,,
13042,Northern New York,Other,Oswego,,,,,,,
13044,Northern New York,Other,Oswego,,,,,,,
13069,Northern New York,Other,Oswego,,,,,,,
13074,Northern New York,Other,Oswego,,,,,,,
13076,Northern New York,Other,Oswego,,,,,,,
13083,Northern New York,Other,Oswego,,,,,,,
13093,Northern New York,Other,Oswego,,,,,,,
13103,Northern New York,Other,Oswego,,,,,,,
13107,Northern New York,Other,Oswego,,,,,,,
13114,Northern New York,Other,Oswego,,,,,,,
13115,Northern New York,Other,Oswego,,,,,,,
13121,Northern New York,Other,Oswego,,,,,,,
13126,Northern New York,Other,Oswego,,,,,,,
13131,Northern New York,Other,Oswego,,,,,,,
13132,Northern New York,Other,Oswego,,,,,,,
13135,Northern New York,Other,Oswego,,,,,,,
13142,Northern New York,Other,Oswego,,,,,,,
13144,Northern New York,Other,Oswego,,,,,,,
13145,Northern New York,Other,Oswego,,,,,,,
13167,Northern New York,Other,Oswego,,,,,,,
13302,Northern New York,Other,Oswego,,,,,,,
13426,Northern New York,Other,Oswego,,,,,,,
13437,Northern New York,Other,Oswego,,,,,,,
13493,Northern New York,Other,Oswego,,,,,,,
12064,Northern New York,Other,Otsego,,,,,,,
12116,Northern New York,Other,Otsego,,,,,,,
12155,Northern New York,Other,Otsego,,,,,,,
12197,Northern New York,Other,Otsego,,,,,,,
13315,Northern New York,Other,Otsego,,,,,,,
13326,Northern New York,Other,Otsego,,,,,,,
13333,Northern New York,Other,Otsego,,,,,,,
13335,Northern New York,Other,Otsego,,,,,,,
13337,Northern New York,Other,Otsego,,,,,,,
13342,Northern New York,Other,Otsego,,,,,,,
13348,Northern New York,Other,Otsego,,,,,,,
13415,Northern New York,Other,Otsego,,,,,,,
13439,Northern New York,Other,Otsego,,,,,,,
13450,Northern New York,Other,Otsego,,,,,,,
13457,Northern New York,Other,Otsego,,,,,,,
13468,Northern New York,Other,Otsego,,,,,,,
13482,Northern New York,Other,Otsego,,,,,,,
13488,Northern New York,Other,Otsego,,,,,,,
13747,Northern New York,Other,Otsego,,,,,,,
13776,Northern New York,Other,Otsego,,,,,,,
13796,Northern New York,Other,Otsego,,,,,,,
13807,Northern New York,Other,Otsego,,,,,,,
13808,Northern New York,Other,Otsego,,,,,,,
13810,Northern New York,Other,Otsego,,,,,,,
13820,Northern New York,Other,Otsego,,,,,,,
13825,Northern New York,Other,Otsego,,,,,,,
13834,Northern New York,Other,Otsego,,,,,,,
13849,Northern New York,Other,Otsego,,,,,,,
13859,Northern New York,Other,Otsego,,,,,,,
13861,Northern New York,Other,Otsego,,,,,,,
10509,Northern New York,Putnam,-,,,,,,,
10512,Northern New York,Putnam,-,,,,,,,
10516,Northern New York,Putnam,-,,,,,,,
10524,Northern New York,Putnam,-,,,,,,,
10537,Northern New York,Putnam,-,,,,,,,
10541,Northern New York,Putnam,-,,,,,,,
10542,Northern New York,Putnam,-,,,,,,,
10579,Northern New York,Putnam,-,,,,,,,
12563,Northern New York,Putnam,-,,,,,,,
12018,Northern New York,Other,Rensselaer,,,,,,,
12022,Northern New York,Other,Rensselaer,,,,,,,
12024,Northern New York,Other,Rensselaer,,,,,,,
12028,Northern New York,Other,Rensselaer,,,,,,,
12033,Northern New York,Other,Rensselaer,,,,,,,
12040,Northern New York,Other,Rensselaer,,,,,,,
12052,Northern New York,Other,Rensselaer,,,,,,,
12057,Northern New York,Other,Rensselaer,,,,,,,
12061,Northern New York,Other,Rensselaer,,,,,,,
12062,Northern New York,Other,Rensselaer,,,,,,,
12063,Northern New York,Other,Rensselaer,,,,,,,
12082,Northern New York,Other,Rensselaer,,,,,,,
12089,Northern New York,Other,Rensselaer,,,,,,,
12090,Northern New York,Other,Rensselaer,,,,,,,
12094,Northern New York,Other,Rensselaer,,,,,,,
12121,Northern New York,Other,Rensselaer,,,,,,,
12123,Northern New York,Other,Rensselaer,,,,,,,
12133,Northern New York,Other,Rensselaer,,,,,,,
12138,Northern New York,Other,Rensselaer,,,,,,,
12140,Northern New York,Other,Rensselaer,,,,,,,
12144,Northern New York,Other,Rensselaer,,,,,,,
12153,Northern New York,Other,Rensselaer,,,,,,,
12154,Northern New York,Other,Rensselaer,,,,,,,
12156,Northern New York,Other,Rensselaer,,,,,,,
12168,Northern New York,Other,Rensselaer,,,,,,,
12169,Northern New York,Other,Rensselaer,,,,,,,
12180,Northern New York,Other,Rensselaer,,,,,,,
12181,Northern New York,Other,Rensselaer,,,,,,,
12182,Northern New York,Other,Rensselaer,,,,,,,
12185,Northern New York,Other,Rensselaer,,,,,,,
12196,Northern New York,Other,Rensselaer,,,,,,,
12198,Northern New York,Other,Rensselaer,,,,,,,
10901,Northern New York,Rockland,-,,,,,,,
10911,Northern New York,Rockland,-,,,,,,,
