Zip Code,Zip Code Layer: A,Zip Code Layer: B,Zip Code Layer: C,,,,,,TOTAL Zip Codes Grouped,4623
92101,Out of NYS,Other,California,,,,,,,
92103,Out of NYS,Other,California,,,,,,,
92124,Out of NYS,Other,California,,,,,,,
92130,Out of NYS,Other,California,,,,,,,
92260,Out of NYS,Other,California,,,,,,,
92264,Out of NYS,Other,California,,,,,,,
92506,Out of NYS,Other,California,,,,,,,
92612,Out of NYS,Other,California,,,,,,,
92618,Out of NYS,Other,California,,,,,,,
92620,Out of NYS,Other,California,,,,,,,
92624,Out of NYS,Other,California,,,,,,,
92625,Out of NYS,Other,California,,,,,,,
92626,Out of NYS,Other,California,,,,,,,
92629,Out of NYS,Other,California,,,,,,,
92646,Out of NYS,Other,California,,,,,,,
92647,Out of NYS,Other,California,,,,,,,
92663,Out of NYS,Other,California,,,,,,,
92675,Out of NYS,Other,California,,,,,,,
92677,Out of NYS,Other,California,,,,,,,
92708,Out of NYS,Other,California,,,,,,,
92867,Out of NYS,Other,California,,,,,,,
93036,Out of NYS,Other,California,,,,,,,
93065,Out of NYS,Other,California,,,,,,,
93101,Out of NYS,Other,California,,,,,,,
93108,Out of NYS,Other,California,,,,,,,
93277,Out of NYS,Other,California,,,,,,,
93311,Out of NYS,Other,California,,,,,,,
93436,Out of NYS,Other,California,,,,,,,
93535,Out of NYS,Other,California,,,,,,,
93924,Out of NYS,Other,California,,,,,,,
94010,Out of NYS,Other,California,,,,,,,
94022,Out of NYS,Other,California,,,,,,,
94025,Out of NYS,Other,California,,,,,,,
94027,Out of NYS,Other,California,,,,,,,
94043,Out of NYS,Other,California,,,,,,,
94062,Out of NYS,Other,California,,,,,,,
94102,Out of NYS,Other,California,,,,,,,
94103,Out of NYS,Other,California,,,,,,,
94107,Out of NYS,Other,California,,,,,,,
94109,Out of NYS,Other,California,,,,,,,
94110,Out of NYS,Other,California,,,,,,,
94111,Out of NYS,Other,California,,,,,,,
94112,Out of NYS,Other,California,,,,,,,
94114,Out of NYS,Other,California,,,,,,,
94121,Out of NYS,Other,California,,,,,,,
94123,Out of NYS,Other,California,,,,,,,
94129,Out of NYS,Other,California,,,,,,,
94131,Out of NYS,Other,California,,,,,,,
94133,Out of NYS,Other,California,,,,,,,
94158,Out of NYS,Other,California,,,,,,,
94304,Out of NYS,Other,California,,,,,,,
94306,Out of NYS,Other,California,,,,,,,
94404,Out of NYS,Other,California,,,,,,,
94501,Out of NYS,Other,California,,,,,,,
94506,Out of NYS,Other,California,,,,,,,
94513,Out of NYS,Other,California,,,,,,,
94518,Out of NYS,Other,California,,,,,,,
94530,Out of NYS,Other,California,,,,,,,
94539,Out of NYS,Other,California,,,,,,,
94565,Out of NYS,Other,California,,,,,,,
94596,Out of NYS,Other,California,,,,,,,
94602,Out of NYS,Other,California,,,,,,,
94605,Out of NYS,Other,California,,,,,,,
94609,Out of NYS,Other,California,,,,,,,
94610,Out of NYS,Other,California,,,,,,,
94611,Out of NYS,Other,California,,,,,,,
94618,Out of NYS,Other,California,,,,,,,
94705,Out of NYS,Other,California,,,,,,,
94806,Out of NYS,Other,California,,,,,,,
94939,Out of NYS,Other,California,,,,,,,
94941,Out of NYS,Other,California,,,,,,,
94952,Out of NYS,Other,California,,,,,,,
94960,Out of NYS,Other,California,,,,,,,
95054,Out of NYS,Other,California,,,,,,,
95118,Out of NYS,Other,California,,,,,,,
95125,Out of NYS,Other,California,,,,,,,
95126,Out of NYS,Other,California,,,,,,,
95401,Out of NYS,Other,California,,,,,,,
95403,Out of NYS,Other,California,,,,,,,
95436,Out of NYS,Other,California,,,,,,,
95472,Out of NYS,Other,California,,,,,,,
95570,Out of NYS,Other,California,,,,,,,
95762,Out of NYS,Other,California,,,,,,,
95835,Out of NYS,Other,California,,,,,,,
95945,Out of NYS,Other,California,,,,,,,
92106,Out of NYS,Other,California,,,,,,,
H3X 3G8,Out of NYS,Other,Canada,,,,,,,
L4T 1M3,Out of NYS,Other,Canada,,,,,,,
L5M 5B6,Out of NYS,Other,Canada,,,,,,,
M5P 0A2,Out of NYS,Other,Canada,,,,,,,
M6H 1J6,Out of NYS,Other,Canada,,,,,,,
M6H 3W2,Out of NYS,Other,Canada,,,,,,,
M9R 3Y9,Out of NYS,Other,Canada,,,,,,,
110111,Out of NYS,Other,Colombia,,,,,,,
80002,Out of NYS,Other,Colorado,,,,,,,
80004,Out of NYS,Other,Colorado,,,,,,,
80005,Out of NYS,Other,Colorado,,,,,,,
80012,Out of NYS,Other,Colorado,,,,,,,
80020,Out of NYS,Other,Colorado,,,,,,,
80101,Out of NYS,Other,Colorado,,,,,,,
80113,Out of NYS,Other,Colorado,,,,,,,
80202,Out of NYS,Other,Colorado,,,,,,,
80203,Out of NYS,Other,Colorado,,,,,,,
80204,Out of NYS,Other,Colorado,,,,,,,
80205,Out of NYS,Other,Colorado,,,,,,,
80209,Out of NYS,Other,Colorado,,,,,,,
80235,Out of NYS,Other,Colorado,,,,,,,
80302,Out of NYS,Other,Colorado,,,,,,,
80304,Out of NYS,Other,Colorado,,,,,,,
80305,Out of NYS,Other,Colorado,,,,,,,
80401,Out of NYS,Other,Colorado,,,,,,,
80487,Out of NYS,Other,Colorado,,,,,,,
80516,Out of NYS,Other,Colorado,,,,,,,
80540,Out of NYS,Other,Colorado,,,,,,,
81435,Out of NYS,Other,Colorado,,,,,,,
81611,Out of NYS,Other,Colorado,,,,,,,
81615,Out of NYS,Other,Colorado,,,,,,,
81620,Out of NYS,Other,Colorado,,,,,,,
81657,Out of NYS,Other,Colorado,,,,,,,
06001,Out of NYS,Connecticut,-,,,,,,,
06002,Out of NYS,Connecticut,-,,,,,,,
06010,Out of NYS,Connecticut,-,,,,,,,
06016,Out of NYS,Connecticut,-,,,,,,,
06019,Out of NYS,Connecticut,-,,,,,,,
06026,Out of NYS,Connecticut,-,,,,,,,
06029,Out of NYS,Connecticut,-,,,,,,,
06031,Out of NYS,Connecticut,-,,,,,,,
06033,Out of NYS,Connecticut,-,,,,,,,
06037,Out of NYS,Connecticut,-,,,,,,,
06039,Out of NYS,Connecticut,-,,,,,,,
06042,Out of NYS,Connecticut,-,,,,,,,
06051,Out of NYS,Connecticut,-,,,,,,,
06058,Out of NYS,Connecticut,-,,,,,,,
06060,Out of NYS,Connecticut,-,,,,,,,
06066,Out of NYS,Connecticut,-,,,,,,,
06067,Out of NYS,Connecticut,-,,,,,,,
06068,Out of NYS,Connecticut,-,,,,,,,
06069,Out of NYS,Connecticut,-,,,,,,,
06070,Out of NYS,Connecticut,-,,,,,,,
06074,Out of NYS,Connecticut,-,,,,,,,
06079,Out of NYS,Connecticut,-,,,,,,,
06082,Out of NYS,Connecticut,-,,,,,,,
06084,Out of NYS,Connecticut,-,,,,,,,
06095,Out of NYS,Connecticut,-,,,,,,,
06098,Out of NYS,Connecticut,-,,,,,,,
06103,Out of NYS,Connecticut,-,,,,,,,
06105,Out of NYS,Connecticut,-,,,,,,,
06107,Out of NYS,Connecticut,-,,,,,,,
06109,Out of NYS,Connecticut,-,,,,,,,
06110,Out of NYS,Connecticut,-,,,,,,,
06111,Out of NYS,Connecticut,-,,,,,,,
06112,Out of NYS,Connecticut,-,,,,,,,
06117,Out of NYS,Connecticut,-,,,,,,,
06119,Out of NYS,Connecticut,-,,,,,,,
06180,Out of NYS,Connecticut,-,,,,,,,
06234,Out of NYS,Connecticut,-,,,,,,,
06248,Out of NYS,Connecticut,-,,,,,,,
06259,Out of NYS,Connecticut,-,,,,,,,
06260,Out of NYS,Connecticut,-,,,,,,,
06260,Out of NYS,Connecticut,-,,,,,,,
06268,Out of NYS,Connecticut,-,,,,,,,
06340,Out of NYS,Connecticut,-,,,,,,,
06355,Out of NYS,Connecticut,-,,,,,,,
06360,Out of NYS,Connecticut,-,,,,,,,
06370,Out of NYS,Connecticut,-,,,,,,,
06371,Out of NYS,Connecticut,-,,,,,,,
06378,Out of NYS,Connecticut,-,,,,,,,
06385,Out of NYS,Connecticut,-,,,,,,,
06390,Out of NYS,Connecticut,-,,,,,,,
06401,Out of NYS,Connecticut,-,,,,,,,
06403,Out of NYS,Connecticut,-,,,,,,,
06403,Out of NYS,Connecticut,-,,,,,,,
06405,Out of NYS,Connecticut,-,,,,,,,
06410,Out of NYS,Connecticut,-,,,,,,,
06413,Out of NYS,Connecticut,-,,,,,,,
06418,Out of NYS,Connecticut,-,,,,,,,
06419,Out of NYS,Connecticut,-,,,,,,,
06422,Out of NYS,Connecticut,-,,,,,,,
06426,Out of NYS,Connecticut,-,,,,,,,
06437,Out of NYS,Connecticut,-,,,,,,,
06442,Out of NYS,Connecticut,-,,,,,,,
06443,Out of NYS,Connecticut,-,,,,,,,
06447,Out of NYS,Connecticut,-,,,,,,,
06450,Out of NYS,Connecticut,-,,,,,,,
06457,Out of NYS,Connecticut,-,,,,,,,
06460,Out of NYS,Connecticut,-,,,,,,,
06461,Out of NYS,Connecticut,-,,,,,,,
06468,Out of NYS,Connecticut,-,,,,,,,
06470,Out of NYS,Connecticut,-,,,,,,,
06473,Out of NYS,Connecticut,-,,,,,,,
06475,Out of NYS,Connecticut,-,,,,,,,
06477,Out of NYS,Connecticut,-,,,,,,,
06478,Out of NYS,Connecticut,-,,,,,,,
06479,Out of NYS,Connecticut,-,,,,,,,
06482,Out of NYS,Connecticut,-,,,,,,,
06484,Out of NYS,Connecticut,-,,,,,,,
06488,Out of NYS,Connecticut,-,,,,,,,
06489,Out of NYS,Connecticut,-,,,,,,,
06492,Out of NYS,Connecticut,-,,,,,,,
06498,Out of NYS,Connecticut,-,,,,,,,
06510,Out of NYS,Connecticut,-,,,,,,,
06511,Out of NYS,Connecticut,-,,,,,,,
06512,Out of NYS,Connecticut,-,,,,,,,
06513,Out of NYS,Connecticut,-,,,,,,,
06514,Out of NYS,Connecticut,-,,,,,,,
06516,Out of NYS,Connecticut,-,,,,,,,
06517,Out of NYS,Connecticut,-,,,,,,,
06518,Out of NYS,Connecticut,-,,,,,,,
06519,Out of NYS,Connecticut,-,,,,,,,
06525,Out of NYS,Connecticut,-,,,,,,,
06604,Out of NYS,Connecticut,-,,,,,,,
06605,Out of NYS,Connecticut,-,,,,,,,
06606,Out of NYS,Connecticut,-,,,,,,,
06607,Out of NYS,Connecticut,-,,,,,,,
06608,Out of NYS,Connecticut,-,,,,,,,
06610,Out of NYS,Connecticut,-,,,,,,,
06611,Out of NYS,Connecticut,-,,,,,,,
06612,Out of NYS,Connecticut,-,,,,,,,
06614,Out of NYS,Connecticut,-,,,,,,,
06615,Out of NYS,Connecticut,-,,,,,,,
06704,Out of NYS,Connecticut,-,,,,,,,
06705,Out of NYS,Connecticut,-,,,,,,,
06706,Out of NYS,Connecticut,-,,,,,,,
06708,Out of NYS,Connecticut,-,,,,,,,
06712,Out of NYS,Connecticut,-,,,,,,,
06716,Out of NYS,Connecticut,-,,,,,,,
06751,Out of NYS,Connecticut,-,,,,,,,
06752,Out of NYS,Connecticut,-,,,,,,,
06753,Out of NYS,Connecticut,-,,,,,,,
06754,Out of NYS,Connecticut,-,,,,,,,
06755,Out of NYS,Connecticut,-,,,,,,,
06759,Out of NYS,Connecticut,-,,,,,,,
06770,Out of NYS,Connecticut,-,,,,,,,
06776,Out of NYS,Connecticut,-,,,,,,,
06777,Out of NYS,Connecticut,-,,,,,,,
06783,Out of NYS,Connecticut,-,,,,,,,
06784,Out of NYS,Connecticut,-,,,,,,,
06785,Out of NYS,Connecticut,-,,,,,,,
06787,Out of NYS,Connecticut,-,,,,,,,
06790,Out of NYS,Connecticut,-,,,,,,,
06791,Out of NYS,Connecticut,-,,,,,,,
06793,Out of NYS,Connecticut,-,,,,,,,
06794,Out of NYS,Connecticut,-,,,,,,,
06795,Out of NYS,Connecticut,-,,,,,,,
06795,Out of NYS,Connecticut,-,,,,,,,
06796,Out of NYS,Connecticut,-,,,,,,,
06798,Out of NYS,Connecticut,-,,,,,,,
06801,Out of NYS,Connecticut,-,,,,,,,
06804,Out of NYS,Connecticut,-,,,,,,,
06807,Out of NYS,Connecticut,-,,,,,,,
06810,Out of NYS,Connecticut,-,,,,,,,
06811,Out of NYS,Connecticut,-,,,,,,,
06812,Out of NYS,Connecticut,-,,,,,,,
06820,Out of NYS,Connecticut,-,,,,,,,
06824,Out of NYS,Connecticut,-,,,,,,,
06825,Out of NYS,Connecticut,-,,,,,,,
06830,Out of NYS,Connecticut,-,,,,,,,
06831,Out of NYS,Connecticut,-,,,,,,,
06840,Out of NYS,Connecticut,-,,,,,,,
06850,Out of NYS,Connecticut,-,,,,,,,
06851,Out of NYS,Connecticut,-,,,,,,,
06853,Out of NYS,Connecticut,-,,,,,,,
06854,Out of NYS,Connecticut,-,,,,,,,
06855,Out of NYS,Connecticut,-,,,,,,,
06856,Out of NYS,Connecticut,-,,,,,,,
06870,Out of NYS,Connecticut,-,,,,,,,
06877,Out of NYS,Connecticut,-,,,,,,,
06878,Out of NYS,Connecticut,-,,,,,,,
06880,Out of NYS,Connecticut,-,,,,,,,
06881,Out of NYS,Connecticut,-,,,,,,,
06883,Out of NYS,Connecticut,-,,,,,,,
06890,Out of NYS,Connecticut,-,,,,,,,
06896,Out of NYS,Connecticut,-,,,,,,,
06897,Out of NYS,Connecticut,-,,,,,,,
06901,Out of NYS,Connecticut,-,,,,,,,
06902,Out of NYS,Connecticut,-,,,,,,,
06903,Out of NYS,Connecticut,-,,,,,,,
06905,Out of NYS,Connecticut,-,,,,,,,
06906,Out of NYS,Connecticut,-,,,,,,,
06907,Out of NYS,Connecticut,-,,,,,,,
19701,Out of NYS,Other,Delaware,,,,,,,
19702,Out of NYS,Other,Delaware,,,,,,,
19707,Out of NYS,Other,Delaware,,,,,,,
19709,Out of NYS,Other,Delaware,,,,,,,
19711,Out of NYS,Other,Delaware,,,,,,,
19716,Out of NYS,Other,Delaware,,,,,,,
19720,Out of NYS,Other,Delaware,,,,,,,
19734,Out of NYS,Other,Delaware,,,,,,,
19801,Out of NYS,Other,Delaware,,,,,,,
19803,Out of NYS,Other,Delaware,,,,,,,
19806,Out of NYS,Other,Delaware,,,,,,,
19807,Out of NYS,Other,Delaware,,,,,,,
19810,Out of NYS,Other,Delaware,,,,,,,
19958,Out of NYS,Other,Delaware,,,,,,,
19962,Out of NYS,Other,Delaware,,,,,,,
19963,Out of NYS,Other,Delaware,,,,,,,
19966,Out of NYS,Other,Delaware,,,,,,,
19968,Out of NYS,Other,Delaware,,,,,,,
19970,Out of NYS,Other,Delaware,,,,,,,
19971,Out of NYS,Other,Delaware,,,,,,,
19977,Out of NYS,Other,Delaware,,,,,,,
19979,Out of NYS,Other,Delaware,,,,,,,
00200,Out of NYS,Other,Finland,,,,,,,
32003,Out of NYS,Florida,-,,,,,,,
32043,Out of NYS,Florida,-,,,,,,,
32055,Out of NYS,Florida,-,,,,,,,
32068,Out of NYS,Florida,-,,,,,,,
32081,Out of NYS,Florida,-,,,,,,,
32082,Out of NYS,Florida,-,,,,,,,
32084,Out of NYS,Florida,-,,,,,,,
32086,Out of NYS,Florida,-,,,,,,,
32092,Out of NYS,Florida,-,,,,,,,
32095,Out of NYS,Florida,-,,,,,,,
32096,Out of NYS,Florida,-,,,,,,,
32114,Out of NYS,Florida,-,,,,,,,
32119,Out of NYS,Florida,-,,,,,,,
32128,Out of NYS,Florida,-,,,,,,,
32129,Out of NYS,Florida,-,,,,,,,
32130,Out of NYS,Florida,-,,,,,,,
32134,Out of NYS,Florida,-,,,,,,,
32137,Out of NYS,Florida,-,,,,,,,
32162,Out of NYS,Florida,-,,,,,,,
32163,Out of NYS,Florida,-,,,,,,,
32164,Out of NYS,Florida,-,,,,,,,
32169,Out of NYS,Florida,-,,,,,,,
32174,Out of NYS,Florida,-,,,,,,,
32176,Out of NYS,Florida,-,,,,,,,
32220,Out of NYS,Florida,-,,,,,,,
32224,Out of NYS,Florida,-,,,,,,,
32233,Out of NYS,Florida,-,,,,,,,
32246,Out of NYS,Florida,-,,,,,,,
32250,Out of NYS,Florida,-,,,,,,,
32254,Out of NYS,Florida,-,,,,,,,
32256,Out of NYS,Florida,-,,,,,,,
32258,Out of NYS,Florida,-,,,,,,,
32259,Out of NYS,Florida,-,,,,,,,
32266,Out of NYS,Florida,-,,,,,,,
32301,Out of NYS,Florida,-,,,,,,,
32328,Out of NYS,Florida,-,,,,,,,
32408,Out of NYS,Florida,-,,,,,,,
32503,Out of NYS,Florida,-,,,,,,,
32507,Out of NYS,Florida,-,,,,,,,
32541,Out of NYS,Florida,-,,,,,,,
32550,Out of NYS,Florida,-,,,,,,,
32601,Out of NYS,Florida,-,,,,,,,
32605,Out of NYS,Florida,-,,,,,,,
32608,Out of NYS,Florida,-,,,,,,,
32703,Out of NYS,Florida,-,,,,,,,
32708,Out of NYS,Florida,-,,,,,,,
32714,Out of NYS,Florida,-,,,,,,,
32724,Out of NYS,Florida,-,,,,,,,
32726,Out of NYS,Florida,-,,,,,,,
32757,Out of NYS,Florida,-,,,,,,,
32765,Out of NYS,Florida,-,,,,,,,
32789,Out of NYS,Florida,-,,,,,,,
32792,Out of NYS,Florida,-,,,,,,,
32792,Out of NYS,Florida,-,,,,,,,
32804,Out of NYS,Florida,-,,,,,,,
32806,Out of NYS,Florida,-,,,,,,,
32808,Out of NYS,Florida,-,,,,,,,
32812,Out of NYS,Florida,-,,,,,,,
32819,Out of NYS,Florida,-,,,,,,,
32822,Out of NYS,Florida,-,,,,,,,
32824,Out of NYS,Florida,-,,,,,,,
32825,Out of NYS,Florida,-,,,,,,,
32827,Out of NYS,Florida,-,,,,,,,
32829,Out of NYS,Florida,-,,,,,,,
32835,Out of NYS,Florida,-,,,,,,,
32837,Out of NYS,Florida,-,,,,,,,
32854,Out of NYS,Florida,-,,,,,,,
32868,Out of NYS,Florida,-,,,,,,,
32904,Out of NYS,Florida,-,,,,,,,
32905,Out of NYS,Florida,-,,,,,,,
32907,Out of NYS,Florida,-,,,,,,,
32931,Out of NYS,Florida,-,,,,,,,
32934,Out of NYS,Florida,-,,,,,,,
32940,Out of NYS,Florida,-,,,,,,,
32951,Out of NYS,Florida,-,,,,,,,
32952,Out of NYS,Florida,-,,,,,,,
32955,Out of NYS,Florida,-,,,,,,,
32958,Out of NYS,Florida,-,,,,,,,
32960,Out of NYS,Florida,-,,,,,,,
32963,Out of NYS,Florida,-,,,,,,,
32964,Out of NYS,Florida,-,,,,,,,
32967,Out of NYS,Florida,-,,,,,,,
32968,Out of NYS,Florida,-,,,,,,,
33004,Out of NYS,Florida,-,,,,,,,
33008,Out of NYS,Florida,-,,,,,,,
33009,Out of NYS,Florida,-,,,,,,,
33015,Out of NYS,Florida,-,,,,,,,
33016,Out of NYS,Florida,-,,,,,,,
33019,Out of NYS,Florida,-,,,,,,,
33021,Out of NYS,Florida,-,,,,,,,
33024,Out of NYS,Florida,-,,,,,,,
33025,Out of NYS,Florida,-,,,,,,,
33026,Out of NYS,Florida,-,,,,,,,
33028,Out of NYS,Florida,-,,,,,,,
33029,Out of NYS,Florida,-,,,,,,,
33032,Out of NYS,Florida,-,,,,,,,
33033,Out of NYS,Florida,-,,,,,,,
33034,Out of NYS,Florida,-,,,,,,,
33037,Out of NYS,Florida,-,,,,,,,
33040,Out of NYS,Florida,-,,,,,,,
33042,Out of NYS,Florida,-,,,,,,,
33043,Out of NYS,Florida,-,,,,,,,
33050,Out of NYS,Florida,-,,,,,,,
33060,Out of NYS,Florida,-,,,,,,,
33062,Out of NYS,Florida,-,,,,,,,
33063,Out of NYS,Florida,-,,,,,,,
33065,Out of NYS,Florida,-,,,,,,,
33066,Out of NYS,Florida,-,,,,,,,
33067,Out of NYS,Florida,-,,,,,,,
33071,Out of NYS,Florida,-,,,,,,,
33073,Out of NYS,Florida,-,,,,,,,
33076,Out of NYS,Florida,-,,,,,,,
33102,Out of NYS,Florida,-,,,,,,,
33109,Out of NYS,Florida,-,,,,,,,
33114,Out of NYS,Florida,-,,,,,,,
33130,Out of NYS,Florida,-,,,,,,,
33131,Out of NYS,Florida,-,,,,,,,
33132,Out of NYS,Florida,-,,,,,,,
33133,Out of NYS,Florida,-,,,,,,,
33134,Out of NYS,Florida,-,,,,,,,
33137,Out of NYS,Florida,-,,,,,,,
33138,Out of NYS,Florida,-,,,,,,,
33139,Out of NYS,Florida,-,,,,,,,
33140,Out of NYS,Florida,-,,,,,,,
33141,Out of NYS,Florida,-,,,,,,,
33142,Out of NYS,Florida,-,,,,,,,
33145,Out of NYS,Florida,-,,,,,,,
33146,Out of NYS,Florida,-,,,,,,,
33149,Out of NYS,Florida,-,,,,,,,
33154,Out of NYS,Florida,-,,,,,,,
33155,Out of NYS,Florida,-,,,,,,,
33156,Out of NYS,Florida,-,,,,,,,
33157,Out of NYS,Florida,-,,,,,,,
33158,Out of NYS,Florida,-,,,,,,,
33160,Out of NYS,Florida,-,,,,,,,
33165,Out of NYS,Florida,-,,,,,,,
33175,Out of NYS,Florida,-,,,,,,,
33176,Out of NYS,Florida,-,,,,,,,
33178,Out of NYS,Florida,-,,,,,,,
33180,Out of NYS,Florida,-,,,,,,,
33181,Out of NYS,Florida,-,,,,,,,
33189,Out of NYS,Florida,-,,,,,,,
33196,Out of NYS,Florida,-,,,,,,,
33198,Out of NYS,Florida,-,,,,,,,
33301,Out of NYS,Florida,-,,,,,,,
33304,Out of NYS,Florida,-,,,,,,,
33305,Out of NYS,Florida,-,,,,,,,
33308,Out of NYS,Florida,-,,,,,,,
33311,Out of NYS,Florida,-,,,,,,,
33312,Out of NYS,Florida,-,,,,,,,
33315,Out of NYS,Florida,-,,,,,,,
33321,Out of NYS,Florida,-,,,,,,,
33324,Out of NYS,Florida,-,,,,,,,
33326,Out of NYS,Florida,-,,,,,,,
33327,Out of NYS,Florida,-,,,,,,,
33331,Out of NYS,Florida,-,,,,,,,
33332,Out of NYS,Florida,-,,,,,,,
33334,Out of NYS,Florida,-,,,,,,,
33338,Out of NYS,Florida,-,,,,,,,
33351,Out of NYS,Florida,-,,,,,,,
33401,Out of NYS,Florida,-,,,,,,,
33404,Out of NYS,Florida,-,,,,,,,
33405,Out of NYS,Florida,-,,,,,,,
33406,Out of NYS,Florida,-,,,,,,,
33407,Out of NYS,Florida,-,,,,,,,
33408,Out of NYS,Florida,-,,,,,,,
33409,Out of NYS,Florida,-,,,,,,,
33410,Out of NYS,Florida,-,,,,,,,
33411,Out of NYS,Florida,-,,,,,,,
33412,Out of NYS,Florida,-,,,,,,,
33414,Out of NYS,Florida,-,,,,,,,
33415,Out of NYS,Florida,-,,,,,,,
33417,Out of NYS,Florida,-,,,,,,,
33418,Out of NYS,Florida,-,,,,,,,
33426,Out of NYS,Florida,-,,,,,,,
33428,Out of NYS,Florida,-,,,,,,,
33431,Out of NYS,Florida,-,,,,,,,
33432,Out of NYS,Florida,-,,,,,,,
33433,Out of NYS,Florida,-,,,,,,,
33434,Out of NYS,Florida,-,,,,,,,
33435,Out of NYS,Florida,-,,,,,,,
33436,Out of NYS,Florida,-,,,,,,,
33437,Out of NYS,Florida,-,,,,,,,
33442,Out of NYS,Florida,-,,,,,,,
33444,Out of NYS,Florida,-,,,,,,,
33445,Out of NYS,Florida,-,,,,,,,
33446,Out of NYS,Florida,-,,,,,,,
33449,Out of NYS,Florida,-,,,,,,,
33455,Out of NYS,Florida,-,,,,,,,
33458,Out of NYS,Florida,-,,,,,,,
33460,Out of NYS,Florida,-,,,,,,,
33462,Out of NYS,Florida,-,,,,,,,
33463,Out of NYS,Florida,-,,,,,,,
33467,Out of NYS,Florida,-,,,,,,,
33469,Out of NYS,Florida,-,,,,,,,
33470,Out of NYS,Florida,-,,,,,,,
33472,Out of NYS,Florida,-,,,,,,,
33473,Out of NYS,Florida,-,,,,,,,
33475,Out of NYS,Florida,-,,,,,,,
33477,Out of NYS,Florida,-,,,,,,,
33478,Out of NYS,Florida,-,,,,,,,
33480,Out of NYS,Florida,-,,,,,,,
33483,Out of NYS,Florida,-,,,,,,,
33484,Out of NYS,Florida,-,,,,,,,
33486,Out of NYS,Florida,-,,,,,,,
33487,Out of NYS,Florida,-,,,,,,,
33496,Out of NYS,Florida,-,,,,,,,
33498,Out of NYS,Florida,-,,,,,,,
33544,Out of NYS,Florida,-,,,,,,,
33547,Out of NYS,Florida,-,,,,,,,
33570,Out of NYS,Florida,-,,,,,,,
33578,Out of NYS,Florida,-,,,,,,,
33598,Out of NYS,Florida,-,,,,,,,
33601,Out of NYS,Florida,-,,,,,,,
33602,Out of NYS,Florida,-,,,,,,,
33606,Out of NYS,Florida,-,,,,,,,
33607,Out of NYS,Florida,-,,,,,,,
33610,Out of NYS,Florida,-,,,,,,,
33611,Out of NYS,Florida,-,,,,,,,
33613,Out of NYS,Florida,-,,,,,,,
33615,Out of NYS,Florida,-,,,,,,,
33617,Out of NYS,Florida,-,,,,,,,
33626,Out of NYS,Florida,-,,,,,,,
33634,Out of NYS,Florida,-,,,,,,,
33637,Out of NYS,Florida,-,,,,,,,
33647,Out of NYS,Florida,-,,,,,,,
33701,Out of NYS,Florida,-,,,,,,,
33704,Out of NYS,Florida,-,,,,,,,
33707,Out of NYS,Florida,-,,,,,,,
33714,Out of NYS,Florida,-,,,,,,,
33716,Out of NYS,Florida,-,,,,,,,
33756,Out of NYS,Florida,-,,,,,,,
33760,Out of NYS,Florida,-,,,,,,,
33764,Out of NYS,Florida,-,,,,,,,
33813,Out of NYS,Florida,-,,,,,,,
33837,Out of NYS,Florida,-,,,,,,,
33844,Out of NYS,Florida,-,,,,,,,
33850,Out of NYS,Florida,-,,,,,,,
33870,Out of NYS,Florida,-,,,,,,,
33881,Out of NYS,Florida,-,,,,,,,
33884,Out of NYS,Florida,-,,,,,,,
33896,Out of NYS,Florida,-,,,,,,,
33897,Out of NYS,Florida,-,,,,,,,
33903,Out of NYS,Florida,-,,,,,,,
33907,Out of NYS,Florida,-,,,,,,,
33908,Out of NYS,Florida,-,,,,,,,
33909,Out of NYS,Florida,-,,,,,,,
33913,Out of NYS,Florida,-,,,,,,,
33914,Out of NYS,Florida,-,,,,,,,
33916,Out of NYS,Florida,-,,,,,,,
33919,Out of NYS,Florida,-,,,,,,,
33928,Out of NYS,Florida,-,,,,,,,
33947,Out of NYS,Florida,-,,,,,,,
33956,Out of NYS,Florida,-,,,,,,,
33957,Out of NYS,Florida,-,,,,,,,
33971,Out of NYS,Florida,-,,,,,,,
33980,Out of NYS,Florida,-,,,,,,,
34102,Out of NYS,Florida,-,,,,,,,
34103,Out of NYS,Florida,-,,,,,,,
34105,Out of NYS,Florida,-,,,,,,,
34108,Out of NYS,Florida,-,,,,,,,
34109,Out of NYS,Florida,-,,,,,,,
34110,Out of NYS,Florida,-,,,,,,,
34112,Out of NYS,Florida,-,,,,,,,
34113,Out of NYS,Florida,-,,,,,,,
34114,Out of NYS,Florida,-,,,,,,,
34119,Out of NYS,Florida,-,,,,,,,
34120,Out of NYS,Florida,-,,,,,,,
34134,Out of NYS,Florida,-,,,,,,,
34135,Out of NYS,Florida,-,,,,,,,
34145,Out of NYS,Florida,-,,,,,,,
34201,Out of NYS,Florida,-,,,,,,,
34202,Out of NYS,Florida,-,,,,,,,
34203,Out of NYS,Florida,-,,,,,,,
34209,Out of NYS,Florida,-,,,,,,,
34210,Out of NYS,Florida,-,,,,,,,
34222,Out of NYS,Florida,-,,,,,,,
34224,Out of NYS,Florida,-,,,,,,,
34228,Out of NYS,Florida,-,,,,,,,
34229,Out of NYS,Florida,-,,,,,,,
34232,Out of NYS,Florida,-,,,,,,,
34236,Out of NYS,Florida,-,,,,,,,
34238,Out of NYS,Florida,-,,,,,,,
34240,Out of NYS,Florida,-,,,,,,,
34242,Out of NYS,Florida,-,,,,,,,
34243,Out of NYS,Florida,-,,,,,,,
